,Id,Number_of_dependents__c,Disability_Rating__c,days_seek_services,length_of_service,"Highest_Level_of_Education_Completed__c__2 Year Degree (AA, AS, etc.)","Highest_Level_of_Education_Completed__c__4 Year Degree (BA, BS, etc.)","Highest_Level_of_Education_Completed__c__Doctorate (PhD, MD, etc.)",Highest_Level_of_Education_Completed__c__High School/GED,"Highest_Level_of_Education_Completed__c__Post-Graduate Degree (MA, MS, JD, etc.)",Service_Branch__c__Air Force,Service_Branch__c__Army,Service_Branch__c__Coast Guard,Service_Branch__c__Marines,Service_Branch__c__Navy,Gender__c__Female,Gender__c__Male,complete_survey
585,0030z00002Prw8pAAB,0.0,60,2647.0,8294.0,0,1,0,0,0,0,0,0,0,1,0,1,0
586,0030z00002PrwAWAAZ,0.0,0,0.0,10986.0,0,0,0,1,0,0,0,0,1,0,1,0,0
588,0030z00002PrwBKAAZ,0.0,50,2093.0,2397.0,0,1,0,0,0,1,0,0,0,0,0,1,0
589,0030z00002PrwD3AAJ,0.0,0,0.0,9455.0,0,0,0,0,1,1,0,0,0,0,0,1,0
590,0030z00002PrwF4AAJ,0.0,0,0.0,1621.0,0,0,0,0,1,0,1,0,0,0,0,1,0
594,0030z00002PrwSQAAZ,0.0,0,0.0,7414.0,0,1,0,0,0,0,0,1,0,0,0,1,0
595,0030z00002PrwT9AAJ,0.0,0,956.0,1460.0,0,0,0,1,0,0,0,0,1,0,0,1,0
596,0030z00002PrwTdAAJ,0.0,0,0.0,8052.0,0,1,0,0,0,0,1,0,0,0,0,1,0
597,0030z00002PrwURAAZ,0.0,0,267.0,7418.0,0,1,0,0,0,0,1,0,0,0,0,1,0
602,0030z00002PrwigAAB,0.0,0,0.0,4826.0,0,0,0,1,0,0,0,0,0,1,1,0,0
604,0030z00002PrwjVAAR,0.0,0,0.0,1385.0,0,0,0,1,0,0,1,0,0,0,0,1,0
606,0030z00002PrwngAAB,0.0,0,14.0,909.0,0,0,0,1,0,0,1,0,0,0,1,0,0
607,0030z00002Prwo0AAB,0.0,0,0.0,1263.0,0,0,0,1,0,0,1,0,0,0,1,0,0
614,0030z00002Prwv3AAB,0.0,0,0.0,7345.0,0,0,0,0,1,1,0,0,0,0,1,0,0
616,0030z00002PrwzvAAB,0.0,0,1471.0,1460.0,0,1,0,0,0,0,0,0,0,1,0,1,0
617,0030z00002Prx1IAAR,0.0,0,3.0,2630.0,0,1,0,0,0,0,1,0,0,0,0,1,0
618,0030z00002Prx2fAAB,0.0,0,0.0,8410.0,0,0,0,1,0,0,1,0,0,0,0,1,0
624,0030z00002Prx7pAAB,0.0,0,142.0,9979.0,0,1,0,0,0,0,0,0,1,0,0,1,0
626,0030z00002QO38wAAD,0.0,0,0.0,1825.0,1,0,0,0,0,0,0,0,0,1,1,0,0
628,0030z00002QO39kAAD,0.0,0,0.0,3103.0,0,0,0,1,0,0,0,0,1,0,0,1,0
629,0030z00002QO3AEAA1,0.0,90,675.0,2525.0,0,0,0,0,1,1,0,0,0,0,1,0,0
632,0030z00002QXQomAAH,0.0,0,4496.0,1476.0,0,0,0,0,1,0,1,0,0,0,1,0,0
635,0030z00002QXQsHAAX,0.0,0,0.0,7213.0,0,0,0,1,0,0,1,0,0,0,0,1,0
642,0030z00002QXQxoAAH,0.0,0,0.0,17313.0,0,0,0,0,1,0,0,0,0,1,0,1,1
650,0030z00002QXRCUAA5,0.0,0,0.0,9474.0,0,1,0,0,0,1,0,0,0,0,1,0,0
651,0030z00002QXRCzAAP,0.0,0,49.0,2599.0,0,0,0,1,0,0,0,0,0,1,0,1,0
652,0030z00002QXRD0AAP,0.0,20,9448.0,3227.0,1,0,0,0,0,1,0,0,0,0,0,1,0
653,0030z00002QXRD1AAP,0.0,90,637.0,3054.0,0,0,0,1,0,0,0,0,1,0,0,1,0
655,0030z00002QXREPAA5,0.0,0,2486.0,1765.0,0,1,0,0,0,0,1,0,0,0,0,1,0
660,0030z00002QXREUAA5,0.0,10,8101.0,7457.0,0,0,0,0,1,0,1,0,0,0,0,1,1
661,0030z00002QXREVAA5,0.0,0,1428.0,1583.0,1,0,0,0,0,0,0,0,1,0,0,1,0
662,0030z00002QXREWAA5,0.0,100,3315.0,2921.0,0,0,0,0,1,0,1,0,0,0,0,1,0
666,0030z00002QXREbAAP,0.0,0,1969.0,2737.0,0,0,0,1,0,0,1,0,0,0,0,1,0
667,0030z00002QXREcAAP,0.0,0,1554.0,1499.0,0,1,0,0,0,0,1,0,0,0,0,1,0
668,0030z00002QXREdAAP,0.0,0,3363.0,1460.0,0,1,0,0,0,0,0,0,0,1,0,1,0
669,0030z00002QXREeAAP,0.0,0,1392.0,2191.0,0,0,0,1,0,1,0,0,0,0,0,1,0
670,0030z00002QXREgAAP,0.0,0,5910.0,1460.0,0,0,0,1,0,0,0,0,1,0,0,1,0
671,0030z00002QXREiAAP,0.0,0,7143.0,29.0,0,0,0,0,1,1,0,0,0,0,0,1,0
672,0030z00002QXREjAAP,0.0,0,3518.0,1461.0,0,0,0,1,0,1,0,0,0,0,0,1,0
674,0030z00002QXRElAAP,0.0,100,5442.0,1460.0,0,1,0,0,0,0,0,0,0,1,0,1,1
677,0030z00002QXRLeAAP,0.0,0,0.0,10600.0,0,0,0,1,0,0,1,0,0,0,0,1,0
678,0030z00002QXRNRAA5,0.0,0,0.0,2814.0,0,0,0,0,1,0,1,0,0,0,1,0,0
679,0030z00002QXRQLAA5,0.0,0,11580.0,1300.0,0,1,0,0,0,0,0,0,1,0,1,0,0
681,0030z00002QXRRYAA5,0.0,0,0.0,5482.0,0,0,0,1,0,1,0,0,0,0,0,1,0
685,0030z00002QXRUwAAP,0.0,0,1686.0,625.0,0,0,0,1,0,0,0,1,0,0,0,1,0
686,0030z00002QXRVzAAP,0.0,100,5041.0,7320.0,0,0,0,1,0,0,0,0,0,1,0,1,0
689,0030z00002QXRaUAAX,0.0,0,0.0,7385.0,0,1,0,0,0,0,0,0,0,1,0,1,0
692,0030z00002QXRc1AAH,0.0,0,0.0,3881.0,0,0,0,1,0,0,1,0,0,0,0,1,0
704,0030z00002QXReYAAX,0.0,0,5331.0,2921.0,0,0,0,0,1,0,0,0,0,1,0,1,0
707,0030z00002QXRmCAAX,0.0,0,0.0,7305.0,0,0,0,1,0,0,0,0,0,1,0,1,0
709,0030z00002QXRsqAAH,0.0,0,8081.0,1460.0,0,0,0,0,1,0,0,1,0,0,0,1,1
712,0030z00002QXS2mAAH,0.0,0,4462.0,2860.0,0,1,0,0,0,0,0,0,0,1,1,0,0
714,0030z00002QXS5rAAH,0.0,0,878.0,1180.0,0,0,0,1,0,0,1,0,0,0,0,1,0
716,0030z00002QXS95AAH,0.0,0,2337.0,49.0,0,0,0,1,0,0,1,0,0,0,0,1,1
719,0030z00002QXSDOAA5,0.0,0,657.0,7737.0,0,1,0,0,0,0,0,0,0,1,1,0,0
720,0030z00002QXSFeAAP,0.0,0,0.0,2955.0,0,0,0,0,1,1,0,0,0,0,0,1,0
722,0030z00002QXSKAAA5,0.0,0,689.0,3013.0,0,0,0,1,0,0,1,0,0,0,0,1,0
723,0030z00002QXSL3AAP,0.0,0,1353.0,1539.0,0,1,0,0,0,0,1,0,0,0,0,1,0
724,0030z00002QXSMpAAP,0.0,0,0.0,10777.0,0,0,0,0,1,0,1,0,0,0,0,1,0
727,0030z00002QXTbMAAX,0.0,0,0.0,11160.0,0,0,0,0,1,1,0,0,0,0,0,1,0
730,0030z00002QXTggAAH,0.0,0,0.0,12076.0,0,0,0,1,0,0,1,0,0,0,0,1,0
737,0030z00002QXTmTAAX,0.0,0,0.0,7341.0,0,0,0,0,1,0,0,0,1,0,0,1,0
741,0030z00002QXTqaAAH,0.0,0,0.0,9546.0,0,0,0,0,1,0,1,0,0,0,0,1,0
743,0030z00002QXTxSAAX,0.0,0,0.0,9861.0,0,0,0,1,0,0,1,0,0,0,0,1,0
746,0030z00002QXU02AAH,0.0,0,0.0,8227.0,1,0,0,0,0,1,0,0,0,0,0,1,0
748,0030z00002QXU5HAAX,0.0,0,0.0,4542.0,1,0,0,0,0,0,1,0,0,0,1,0,0
749,0030z00002QXU5RAAX,0.0,0,52.0,1268.0,0,0,0,1,0,0,1,0,0,0,0,1,0
750,0030z00002QXU5bAAH,0.0,0,2661.0,1460.0,0,1,0,0,0,0,0,0,0,1,0,1,0
752,0030z00002QXU6AAAX,0.0,0,0.0,7365.0,0,0,0,0,1,1,0,0,0,0,0,1,0
753,0030z00002QXU7XAAX,0.0,0,0.0,7567.0,1,0,0,0,0,0,1,0,0,0,1,0,0
754,0030z00002QXUBtAAP,0.0,0,0.0,8158.0,0,0,0,0,1,0,1,0,0,0,0,1,0
758,0030z00002QXUGZAA5,0.0,0,0.0,2935.0,0,0,0,1,0,1,0,0,0,0,0,1,0
759,0030z00002QXUIGAA5,0.0,0,0.0,7620.0,0,0,0,1,0,0,0,0,0,1,0,1,0
767,0030z00002QXUrmAAH,0.0,0,0.0,7450.0,1,0,0,0,0,0,0,0,0,1,1,0,0
769,0030z00002QXUsVAAX,8.0,0,235.0,1336.0,0,0,0,1,0,0,1,0,0,0,0,1,0
770,0030z00002QXUv0AAH,3.0,90,77.0,3679.0,0,0,0,1,0,0,1,0,0,0,0,1,0
771,0030z00002QXUyOAAX,0.0,0,0.0,9512.0,0,1,0,0,0,0,1,0,0,0,0,1,0
773,0030z00002QXUytAAH,0.0,0,0.0,1461.0,0,1,0,0,0,0,1,0,0,0,0,1,0
778,0030z00002QXV4WAAX,0.0,70,7378.0,817.0,0,0,0,0,1,0,1,0,0,0,1,0,0
782,0030z00002QXV6rAAH,0.0,30,257.0,3733.0,1,0,0,0,0,0,1,0,0,0,0,1,0
784,0030z00002QXVAoAAP,0.0,0,1814.0,1516.0,0,1,0,0,0,1,0,0,0,0,1,0,0
785,0030z00002QXVFyAAP,0.0,0,0.0,3381.0,1,0,0,0,0,1,0,0,0,0,1,0,0
787,0030z00002QXVPeAAP,0.0,10,1025.0,7308.0,0,0,0,0,1,0,0,0,0,1,0,1,0
788,0030z00002QXVRGAA5,0.0,0,0.0,7318.0,1,0,0,0,0,0,0,0,0,1,0,1,0
789,0030z00002QXVXeAAP,0.0,90,1481.0,2648.0,0,0,0,1,0,0,1,0,0,0,0,1,0
790,0030z00002QXVXoAAP,0.0,0,0.0,10988.0,0,0,0,0,1,0,1,0,0,0,0,1,0
791,0030z00002QXVYhAAP,0.0,0,0.0,7674.0,1,0,0,0,0,0,0,0,0,1,0,1,0
792,0030z00002QXVYrAAP,0.0,0,506.0,5115.0,1,0,0,0,0,0,0,0,0,1,1,0,0
793,0030z00002QXVbHAAX,0.0,0,0.0,2078.0,0,1,0,0,0,0,1,0,0,0,0,1,0
794,0030z00002QXVbMAAX,0.0,0,0.0,2089.0,0,0,0,1,0,0,1,0,0,0,0,1,0
800,0030z00002QXVnLAAX,0.0,0,0.0,2706.0,1,0,0,0,0,1,0,0,0,0,0,1,0
802,0030z00002QXVspAAH,0.0,0,0.0,7320.0,0,0,0,0,1,1,0,0,0,0,0,1,0
805,0030z00002QXVzvAAH,0.0,0,0.0,9790.0,0,0,0,0,1,0,1,0,0,0,0,1,0
806,0030z00002QXW1NAAX,0.0,0,0.0,3035.0,0,0,0,1,0,0,1,0,0,0,1,0,0
807,0030z00002QXW2aAAH,0.0,0,21.0,8574.0,0,1,0,0,0,1,0,0,0,0,1,0,0
808,0030z00002QXW5AAAX,0.0,0,0.0,7703.0,1,0,0,0,0,1,0,0,0,0,0,1,0
812,0030z00002QXWNdAAP,0.0,0,0.0,14818.0,0,0,0,1,0,0,0,0,0,1,0,1,0
814,0030z00002QXWRGAA5,0.0,0,9.0,6209.0,0,1,0,0,0,0,0,0,0,1,0,1,1
815,0030z00002QXWRHAA5,0.0,10,3551.0,1460.0,0,0,0,1,0,0,0,0,0,1,0,1,1
816,0030z00002QXWRIAA5,0.0,0,362.0,7848.0,0,0,0,0,1,1,0,0,0,0,0,1,0
823,0030z00002QXWRPAA5,0.0,0,0.0,7327.0,0,1,0,0,0,1,0,0,0,0,0,1,1
829,0030z00002QXWRVAA5,0.0,0,3165.0,1918.0,0,0,0,0,1,0,1,0,0,0,0,1,0
832,0030z00002QXWRYAA5,0.0,100,66.0,12722.0,0,0,1,0,0,0,0,1,0,0,0,1,0
840,0030z00002QXWRgAAP,0.0,0,423.0,1886.0,0,1,0,0,0,0,0,1,0,0,0,1,0
847,0030z00002QXWRnAAP,0.0,100,461.0,7328.0,0,0,0,1,0,0,1,0,0,0,0,1,0
851,0030z00002QXWRrAAP,0.0,0,384.0,7309.0,0,1,0,0,0,1,0,0,0,0,0,1,0
852,0030z00002QXWRsAAP,0.0,0,4513.0,3242.0,0,1,0,0,0,0,1,0,0,0,0,1,0
857,0030z00002QXWRxAAP,0.0,0,0.0,8473.0,1,0,0,0,0,1,0,0,0,0,0,1,1
862,0030z00002QXWS2AAP,0.0,70,2828.0,9000.0,1,0,0,0,0,0,0,0,0,1,1,0,1
866,0030z00002QXWS6AAP,0.0,70,4703.0,1826.0,0,1,0,0,0,0,0,0,1,0,0,1,0
880,0030z00002QXWSKAA5,0.0,0,0.0,8028.0,0,1,0,0,0,0,0,0,0,1,1,0,0
888,0030z00002QXWSTAA5,0.0,0,313.0,734.0,0,0,0,1,0,1,0,0,0,0,1,0,0
890,0030z00002QXWSVAA5,0.0,0,0.0,8962.0,0,0,0,1,0,0,1,0,0,0,0,1,1
894,0030z00002QXWSZAA5,0.0,0,0.0,7331.0,0,1,0,0,0,0,1,0,0,0,0,1,0
896,0030z00002QXWSbAAP,0.0,0,0.0,1277.0,0,1,0,0,0,0,1,0,0,0,1,0,0
898,0030z00002QXWSdAAP,0.0,80,174.0,1025.0,0,1,0,0,0,0,1,0,0,0,0,1,0
908,0030z00002QXWSnAAP,0.0,0,0.0,8993.0,0,1,0,0,0,0,1,0,0,0,0,1,0
910,0030z00002QXWSpAAP,0.0,0,0.0,7322.0,1,0,0,0,0,0,0,0,0,1,1,0,0
915,0030z00002QXWUzAAP,0.0,0,0.0,7386.0,0,0,0,1,0,0,0,0,0,1,0,1,0
919,0030z00002QXWezAAH,0.0,20,5333.0,2748.0,0,0,0,0,1,1,0,0,0,0,1,0,0
921,0030z00002QXWhAAAX,0.0,0,0.0,2191.0,1,0,0,0,0,1,0,0,0,0,1,0,0
924,0030z00002QXWkfAAH,0.0,0,0.0,2008.0,0,0,0,1,0,0,1,0,0,0,0,1,0
925,0030z00002QXWldAAH,0.0,0,0.0,9138.0,1,0,0,0,0,0,1,0,0,0,0,1,0
926,0030z00002QXWnAAAX,0.0,0,0.0,3588.0,0,0,0,0,1,0,1,0,0,0,1,0,0
927,0030z00002QXWoNAAX,0.0,0,0.0,11855.0,0,1,0,0,0,0,0,0,0,1,1,0,0
930,0030z00002QXWomAAH,0.0,0,0.0,1411.0,1,0,0,0,0,0,0,0,0,1,1,0,0
933,0030z00002QXWp6AAH,0.0,0,0.0,2962.0,0,1,0,0,0,0,0,0,0,1,1,0,0
934,0030z00002QXWpGAAX,0.0,0,0.0,4826.0,1,0,0,0,0,0,0,0,0,1,0,1,0
938,0030z00002QXWppAAH,0.0,0,0.0,7583.0,1,0,0,0,0,1,0,0,0,0,0,1,0
939,0030z00002QXWqYAAX,0.0,0,4280.0,9746.0,1,0,0,0,0,0,0,1,0,0,0,1,0
940,0030z00002QXWrvAAH,0.0,100,269.0,7439.0,0,1,0,0,0,0,1,0,0,0,0,1,0
941,0030z00002QXWsKAAX,0.0,0,0.0,2556.0,0,1,0,0,0,0,0,0,0,1,0,1,0
945,0030z00002QXWvuAAH,0.0,80,3227.0,3001.0,1,0,0,0,0,0,1,0,0,0,0,1,0
948,0030z00002QXWyAAAX,0.0,100,756.0,6001.0,0,1,0,0,0,1,0,0,0,0,0,1,0
949,0030z00002QXWyPAAX,0.0,60,6.0,5090.0,1,0,0,0,0,0,0,0,1,0,0,1,0
956,0030z00002QXX27AAH,0.0,0,0.0,2190.0,0,0,0,1,0,1,0,0,0,0,0,1,0
959,0030z00002QXX80AAH,0.0,0,635.0,3502.0,1,0,0,0,0,1,0,0,0,0,1,0,0
961,0030z00002QXXXqAAP,0.0,0,0.0,7321.0,0,0,0,1,0,1,0,0,0,0,0,1,0
968,0030z00002QXXmBAAX,0.0,90,6168.0,1692.0,0,1,0,0,0,0,1,0,0,0,0,1,0
972,0030z00002QXXv8AAH,0.0,0,5255.0,2251.0,0,0,0,1,0,0,0,0,1,0,0,1,0
973,0030z00002QXXwVAAX,0.0,0,0.0,7324.0,1,0,0,0,0,1,0,0,0,0,0,1,0
974,0030z00002QXXxxAAH,0.0,0,658.0,7305.0,0,1,0,0,0,0,1,0,0,0,0,1,0
976,0030z00002QXY0YAAX,0.0,0,0.0,8416.0,0,0,0,1,0,0,1,0,0,0,0,1,0
996,0030z00002QXY1jAAH,0.0,90,2047.0,2857.0,1,0,0,0,0,0,1,0,0,0,0,1,0
1001,0030z00002QXY6UAAX,0.0,0,1974.0,5937.0,1,0,0,0,0,0,1,0,0,0,0,1,0
1003,0030z00002QXY7rAAH,0.0,0,0.0,8766.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1005,0030z00002QXY9JAAX,0.0,0,0.0,3241.0,1,0,0,0,0,0,0,0,1,0,1,0,1
1006,0030z00002QXY9sAAH,0.0,0,0.0,7672.0,0,0,0,1,0,0,0,0,1,0,0,1,0
1009,0030z00002QXYE3AAP,0.0,100,5588.0,1461.0,0,1,0,0,0,1,0,0,0,0,1,0,0
1011,0030z00002QXYGEAA5,0.0,0,0.0,5156.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1013,0030z00002QXYGxAAP,0.0,0,0.0,2410.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1017,0030z00002QXYMhAAP,0.0,0,0.0,3088.0,0,0,0,1,0,0,0,0,0,1,1,0,0
1018,0030z00002QXYN6AAP,0.0,60,1574.0,2435.0,0,1,0,0,0,0,1,0,0,0,1,0,0
1021,0030z00002QXYXnAAP,0.0,100,1541.0,12247.0,0,0,0,0,1,0,1,0,0,0,0,1,0
1022,0030z00002QXYZhAAP,0.0,0,0.0,4569.0,0,0,0,0,1,0,1,0,0,0,0,1,0
1024,0030z00002QXYecAAH,0.0,0,110.0,2495.0,1,0,0,0,0,1,0,0,0,0,0,1,0
1026,0030z00002QXYhvAAH,0.0,0,0.0,1461.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1027,0030z00002QXYjIAAX,0.0,0,0.0,3117.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1029,0030z00002QXYmCAAX,0.0,0,0.0,1461.0,0,0,0,1,0,0,0,0,0,1,1,0,0
1031,0030z00002QXYowAAH,0.0,0,5020.0,1526.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1032,0030z00002QXYp1AAH,0.0,0,3671.0,1460.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1033,0030z00002QXYpfAAH,0.0,0,0.0,2584.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1037,0030z00002QXYvsAAH,0.0,0,0.0,9826.0,0,0,0,0,1,0,1,0,0,0,0,1,0
1040,0030z00002QXYzfAAH,0.0,0,0.0,2191.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1041,0030z00002QXZ1bAAH,0.0,0,0.0,7642.0,1,0,0,0,0,1,0,0,0,0,1,0,0
1042,0030z00002QXZ3mAAH,0.0,0,0.0,2256.0,0,0,0,1,0,0,0,0,0,1,0,1,0
1049,0030z00002QXezCAAT,0.0,0,0.0,7335.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1057,0030z00002QXf5KAAT,0.0,0,0.0,3752.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1058,0030z00002QXf68AAD,0.0,0,0.0,9493.0,0,1,0,0,0,0,0,0,0,1,0,1,0
1062,0030z00002QXfAyAAL,0.0,50,7062.0,1735.0,0,1,0,0,0,0,1,0,0,0,1,0,0
1064,0030z00002QXfBcAAL,0.0,0,0.0,8779.0,1,0,0,0,0,0,1,0,0,0,0,1,0
1066,0030z00002QXfEUAA1,0.0,0,1024.0,5721.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1069,0030z00002QXfK6AAL,0.0,0,0.0,3517.0,0,1,0,0,0,0,0,0,0,1,0,1,0
1070,0030z00002QXfKzAAL,0.0,0,1826.0,1241.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1071,0030z00002QXfN0AAL,0.0,20,1505.0,1414.0,0,1,0,0,0,1,0,0,0,0,1,0,0
1075,0030z00002QXfVYAA1,0.0,90,1574.0,7960.0,0,1,0,0,0,0,0,0,1,0,0,1,0
1076,0030z00002QXfW2AAL,0.0,0,12.0,2921.0,1,0,0,0,0,1,0,0,0,0,1,0,0
1080,0030z00002QXj8dAAD,0.0,0,2759.0,7308.0,0,1,0,0,0,0,1,0,0,0,1,0,0
1081,0030z00002QXj9HAAT,0.0,0,0.0,7306.0,0,0,0,1,0,1,0,0,0,0,1,0,0
1083,0030z00002QXjAeAAL,0.0,20,476.0,5872.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1086,0030z00002QXjVpAAL,0.0,0,0.0,1825.0,0,0,0,1,0,0,0,0,0,1,0,1,0
1089,0030z00002QXjh7AAD,0.0,0,0.0,8062.0,0,0,0,1,0,0,0,0,1,0,0,1,0
1097,0030z00002QXjz6AAD,0.0,0,11.0,2980.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1098,0030z00002QXk0nAAD,3.0,0,255.0,1952.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1099,0030z00002QXk1lAAD,0.0,90,4555.0,5265.0,0,1,0,0,0,0,0,0,0,1,0,1,0
1105,0030z00002QXkADAA1,0.0,0,3076.0,918.0,0,0,0,1,0,0,0,0,1,0,0,1,0
1106,0030z00002QXkAwAAL,0.0,0,2321.0,1858.0,0,1,0,0,0,0,0,0,1,0,0,1,0
1108,0030z00002QXkGZAA1,0.0,0,0.0,7869.0,0,1,0,0,0,0,1,0,0,0,0,1,1
1109,0030z00002QXkI1AAL,0.0,0,1952.0,1460.0,0,1,0,0,0,0,0,0,1,0,0,1,0
1112,0030z00002QXkN1AAL,0.0,30,1055.0,1801.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1114,0030z00002QXkPCAA1,0.0,0,0.0,1254.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1116,0030z00002QXl6VAAT,0.0,0,119.0,973.0,0,1,0,0,0,0,1,0,0,0,1,0,0
1121,0030z00002QXm0gAAD,0.0,0,1492.0,1040.0,0,0,0,0,1,0,0,0,0,1,0,1,0
1123,0030z00002QXm28AAD,0.0,0,732.0,1374.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1128,0030z00002QXnYGAA1,0.0,100,240.0,1461.0,0,0,0,1,0,0,0,0,1,0,0,1,0
1132,0030z00002QXngUAAT,0.0,100,1342.0,2690.0,1,0,0,0,0,0,1,0,0,0,1,0,0
1137,0030z00002QXnnBAAT,0.0,0,2260.0,1827.0,0,0,0,1,0,0,0,0,0,1,0,1,0
1138,0030z00002QXojJAAT,0.0,0,0.0,7330.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1140,0030z00002QXpMzAAL,0.0,0,0.0,8432.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1142,0030z00002QXpRzAAL,0.0,70,1908.0,2962.0,1,0,0,0,0,0,1,0,0,0,0,1,0
1144,0030z00002QXpSiAAL,0.0,0,0.0,7306.0,0,0,0,0,1,1,0,0,0,0,0,1,0
1146,0030z00002QXpUKAA1,0.0,90,3523.0,1235.0,1,0,0,0,0,0,1,0,0,0,0,1,0
1147,0030z00002QXpV8AAL,0.0,0,0.0,5476.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1148,0030z00002QXpZnAAL,0.0,0,0.0,1826.0,0,0,0,1,0,0,0,0,1,0,0,1,0
1149,0030z00002QXpa7AAD,0.0,40,7995.0,8043.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1150,0030z00002QXpaMAAT,0.0,90,1968.0,7327.0,0,1,0,0,0,1,0,0,0,0,1,0,0
1154,0030z00002QXpeEAAT,0.0,0,0.0,10242.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1155,0030z00002QXsayAAD,0.0,0,0.0,10817.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1158,0030z00002QXsckAAD,0.0,0,0.0,3377.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1159,0030z00002QXscpAAD,0.0,0,12.0,7981.0,0,0,0,0,1,0,1,0,0,0,0,1,0
1160,0030z00002QXsuOAAT,0.0,40,8632.0,311.0,0,0,0,0,1,0,0,0,1,0,0,1,0
1162,0030z00002QXsxhAAD,0.0,0,0.0,11672.0,0,0,0,1,0,0,0,0,1,0,0,1,1
1168,0030z00002QXt31AAD,0.0,0,193.0,2642.0,1,0,0,0,0,0,1,0,0,0,1,0,0
1171,0030z00002QXt3zAAD,0.0,0,0.0,10282.0,1,0,0,0,0,0,1,0,0,0,0,1,0
1173,0030z00002QXt5lAAD,0.0,0,0.0,10246.0,1,0,0,0,0,0,1,0,0,0,0,1,0
1174,0030z00002QXt78AAD,0.0,90,1910.0,4753.0,0,0,0,1,0,0,0,0,0,1,0,1,1
1176,0030z00002QXt81AAD,0.0,0,17.0,7208.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1178,0030z00002QXt94AAD,0.0,0,97.0,8788.0,1,0,0,0,0,1,0,0,0,0,0,1,0
1180,0030z00002QXtDLAA1,0.0,0,0.0,3317.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1181,0030z00002QXtDaAAL,0.0,0,0.0,7896.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1182,0030z00002QXtDzAAL,0.0,0,1300.0,5992.0,0,0,0,1,0,1,0,0,0,0,1,0,0
1184,0030z00002QXtHNAA1,0.0,30,7161.0,8277.0,0,0,0,1,0,1,0,0,0,0,0,1,0
1186,0030z00002QXtIBAA1,0.0,0,543.0,1096.0,0,1,0,0,0,0,1,0,0,0,1,0,1
1194,0030z00002QXtQoAAL,0.0,100,2461.0,2655.0,1,0,0,0,0,0,1,0,0,0,0,1,0
1198,0030z00002QXtV0AAL,0.0,0,0.0,1461.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1199,0030z00002QXtV5AAL,0.0,10,1296.0,10380.0,0,0,0,1,0,0,0,0,0,1,0,1,0
1206,0030z00002QXtXuAAL,0.0,30,572.0,5044.0,0,0,0,0,1,1,0,0,0,0,0,1,0
1211,0030z00002QXtdiAAD,0.0,10,1095.0,3961.0,1,0,0,0,0,0,0,0,0,1,0,1,1
1213,0030z00002QXteMAAT,0.0,0,4560.0,1460.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1214,0030z00002QXtfjAAD,0.0,0,0.0,4393.0,0,1,0,0,0,0,0,0,1,0,0,1,1
1219,0030z00002QXtoRAAT,0.0,0,0.0,7776.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1220,0030z00002QXtovAAD,0.0,0,0.0,1461.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1224,0030z00002QXtrVAAT,0.0,0,2887.0,1471.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1225,0030z00002QXts4AAD,0.0,70,1901.0,1527.0,0,0,0,1,0,0,1,0,0,0,0,1,0
1228,0030z00002QXttlAAD,0.0,0,0.0,10632.0,0,0,0,1,0,0,0,0,1,0,0,1,0
1231,0030z00002QXtyqAAD,0.0,0,893.0,1102.0,0,0,0,1,0,0,0,0,0,1,0,1,0
1232,0030z00002QXtzUAAT,0.0,90,1408.0,4681.0,0,0,0,0,1,1,0,0,0,0,0,1,0
1238,0030z00002QXuPZAA1,0.0,0,0.0,8620.0,0,0,0,0,1,0,1,0,0,0,1,0,0
